_service_date,exChangeRateDate,exChangeRateValue,sourceCurrency,targetCurrency,FromCurrency,ToCurrency
2025-07-15,07/15/2025,1309.64901,USD,IQD,USD,IQD
2025-07-15,07/15/2025,0.18904,SAR,JOD,SAR,JOD
2025-07-15,07/15/2025,0.26663,SAR,USD,SAR,USD
2025-07-15,07/15/2025,0.22842,SAR,EUR,SAR,EUR
2025-07-15,07/15/2025,39.24571,SAR,JPY,SAR,JPY
2025-07-15,07/15/2025,0.97935,SAR,AED,SAR,AED
2025-07-15,07/15/2025,0.40584,SAR,AUD,SAR,AUD
2025-07-15,07/15/2025,0.19769,SAR,GBP,SAR,GBP
2025-07-15,07/15/2025,22.88375,SAR,INR,SAR,INR
2025-07-15,07/15/2025,13.22095,SAR,EGP,SAR,EGP
2025-07-15,07/15/2025,0.36513,SAR,CAD,SAR,CAD
2025-07-15,07/15/2025,0.9718,SAR,QAR,SAR,QAR
2025-07-15,07/15/2025,0.21241,SAR,CHF,SAR,CHF
2025-07-15,07/15/2025,2.55245,SAR,SEK,SAR,SEK
2025-07-15,07/15/2025,0.10252,SAR,OMR,SAR,OMR
2025-07-15,07/15/2025,0.08153,SAR,KWD,SAR,KWD
2025-07-15,07/15/2025,4.78364,SAR,ZAR,SAR,ZAR
2025-07-15,07/15/2025,1.91136,SAR,CNY,SAR,CNY
2025-07-15,07/15/2025,10.71824,SAR,TRY,SAR,TRY
2025-07-15,07/15/2025,1.70439,SAR,DKK,SAR,DKK
2025-07-15,07/15/2025,8.65552,SAR,thb,SAR,THB
2025-07-15,07/15/2025,0.44421,SAR,NZD,SAR,NZD
2025-07-15,07/15/2025,349.19327,SAR,IQD,SAR,IQD
2025-07-15,07/15/2025,0.82761,EUR,JOD,EUR,JOD
2025-07-15,07/15/2025,1.1673,EUR,USD,EUR,USD
2025-07-15,07/15/2025,4.37795,EUR,SAR,EUR,SAR
2025-07-15,07/15/2025,4.28753,EUR,AED,EUR,AED
2025-07-15,07/15/2025,0.86548,EUR,GBP,EUR,GBP
2025-07-15,07/15/2025,100.18385,EUR,INR,EUR,INR
2025-07-15,07/15/2025,57.88061,EUR,EGP,EUR,EGP
2025-07-15,07/15/2025,4.25449,EUR,QAR,EUR,QAR
2025-07-15,07/15/2025,0.9299,EUR,CHF,EUR,CHF
2025-07-15,07/15/2025,20.94253,EUR,ZAR,EUR,ZAR
2025-07-15,07/15/2025,46.92389,EUR,TRY,EUR,TRY
2025-07-15,07/15/2025,1528.74941,EUR,IQD,EUR,IQD
2025-07-15,07/15/2025,0.00679,JPY,USD,JPY,USD
2025-07-15,07/15/2025,0.02548,JPY,SAR,JPY,SAR
2025-07-15,07/15/2025,0.00582,JPY,EUR,JPY,EUR
2025-07-15,07/15/2025,0.02495,JPY,AED,JPY,AED
2025-07-15,07/15/2025,0.00504,JPY,GBP,JPY,GBP
2025-07-15,07/15/2025,0.33688,JPY,EGP,JPY,EGP
2025-07-15,07/15/2025,0.02476,JPY,QAR,JPY,QAR
2025-07-15,07/15/2025,0.19303,AED,JOD,AED,JOD
2025-07-15,07/15/2025,0.27225,AED,USD,AED,USD
2025-07-15,07/15/2025,1.02109,AED,SAR,AED,SAR
2025-07-15,07/15/2025,0.23324,AED,EUR,AED,EUR
2025-07-15,07/15/2025,40.07335,AED,JPY,AED,JPY
2025-07-15,07/15/2025,0.4144,AED,AUD,AED,AUD
2025-07-15,07/15/2025,0.20186,AED,GBP,AED,GBP
2025-07-15,07/15/2025,23.36634,AED,INR,AED,INR
2025-07-15,07/15/2025,13.49976,AED,EGP,AED,EGP
2025-07-15,07/15/2025,0.37283,AED,CAD,AED,CAD
2025-07-15,07/15/2025,0.99229,AED,QAR,AED,QAR
2025-07-15,07/15/2025,0.21688,AED,CHF,AED,CHF
2025-07-15,07/15/2025,2.60628,AED,SEK,AED,SEK
2025-07-15,07/15/2025,0.10468,AED,OMR,AED,OMR
2025-07-15,07/15/2025,0.08325,AED,KWD,AED,KWD
2025-07-15,07/15/2025,4.88452,AED,ZAR,AED,ZAR
2025-07-15,07/15/2025,1.95167,AED,CNY,AED,CNY
2025-07-15,07/15/2025,10.94428,AED,TRY,AED,TRY
2025-07-15,07/15/2025,1.74033,AED,DKK,AED,DKK
2025-07-15,07/15/2025,8.83805,AED,thb,AED,THB
2025-07-15,07/15/2025,0.45357,AED,NZD,AED,NZD
2025-07-15,07/15/2025,356.55727,AED,IQD,AED,IQD
2025-07-15,07/15/2025,0.65699,AUD,USD,AUD,USD
2025-07-15,07/15/2025,2.46403,AUD,SAR,AUD,SAR
2025-07-15,07/15/2025,0.56283,AUD,EUR,AUD,EUR
2025-07-15,07/15/2025,2.41314,AUD,AED,AUD,AED
2025-07-15,07/15/2025,0.48711,AUD,GBP,AUD,GBP
2025-07-15,07/15/2025,2.39454,AUD,QAR,AUD,QAR
2025-07-15,07/15/2025,0.95625,GBP,JOD,GBP,JOD
2025-07-15,07/15/2025,1.34874,GBP,USD,GBP,USD
2025-07-15,07/15/2025,5.05843,GBP,SAR,GBP,SAR
2025-07-15,07/15/2025,1.15544,GBP,EUR,GBP,EUR
2025-07-15,07/15/2025,4.95396,GBP,AED,GBP,AED
2025-07-15,07/15/2025,115.75593,GBP,INR,GBP,INR
2025-07-15,07/15/2025,66.87728,GBP,EGP,GBP,EGP
2025-07-15,07/15/2025,4.91579,GBP,QAR,GBP,QAR
2025-07-15,07/15/2025,54.2175,GBP,TRY,GBP,TRY
2025-07-15,07/15/2025,0.01165,INR,USD,INR,USD
2025-07-15,07/15/2025,0.0437,INR,SAR,INR,SAR
2025-07-15,07/15/2025,0.00998,INR,EUR,INR,EUR
2025-07-15,07/15/2025,0.0428,INR,AED,INR,AED
2025-07-15,07/15/2025,0.00864,INR,GBP,INR,GBP
2025-07-15,07/15/2025,0.57774,INR,EGP,INR,EGP
2025-07-15,07/15/2025,0.04247,INR,QAR,INR,QAR
2025-07-15,07/15/2025,0.02017,EGP,USD,EGP,USD
2025-07-15,07/15/2025,0.07564,EGP,SAR,EGP,SAR
2025-07-15,07/15/2025,0.01728,EGP,EUR,EGP,EUR
2025-07-15,07/15/2025,0.07408,EGP,AED,EGP,AED
2025-07-15,07/15/2025,0.01495,EGP,GBP,EGP,GBP
2025-07-15,07/15/2025,0.07351,EGP,QAR,EGP,QAR
2025-07-15,07/15/2025,0.73024,CAD,USD,CAD,USD
2025-07-15,07/15/2025,2.73877,CAD,SAR,CAD,SAR
2025-07-15,07/15/2025,0.62558,CAD,EUR,CAD,EUR
2025-07-15,07/15/2025,2.68221,CAD,AED,CAD,AED
2025-07-15,07/15/2025,0.54143,CAD,GBP,CAD,GBP
2025-07-15,07/15/2025,2.66154,CAD,QAR,CAD,QAR
2025-07-15,07/15/2025,0.19453,QAR,JOD,QAR,JOD
2025-07-15,07/15/2025,1.02902,QAR,SAR,QAR,SAR
2025-07-15,07/15/2025,40.38455,QAR,JPY,QAR,JPY
2025-07-15,07/15/2025,1.00777,QAR,AED,QAR,AED
2025-07-15,07/15/2025,0.41762,QAR,AUD,QAR,AUD
2025-07-15,07/15/2025,0.20343,QAR,GBP,QAR,GBP
2025-07-15,07/15/2025,23.5478,QAR,INR,QAR,INR
2025-07-15,07/15/2025,13.6046,QAR,EGP,QAR,EGP
2025-07-15,07/15/2025,0.37572,QAR,CAD,QAR,CAD
2025-07-15,07/15/2025,0.21857,QAR,CHF,QAR,CHF
2025-07-15,07/15/2025,2.62652,QAR,SEK,QAR,SEK
2025-07-15,07/15/2025,0.10549,QAR,OMR,QAR,OMR
2025-07-15,07/15/2025,0.0839,QAR,KWD,QAR,KWD
2025-07-15,07/15/2025,4.92246,QAR,ZAR,QAR,ZAR
2025-07-15,07/15/2025,1.96682,QAR,CNY,QAR,CNY
2025-07-15,07/15/2025,11.02927,QAR,TRY,QAR,TRY
2025-07-15,07/15/2025,1.75385,QAR,DKK,QAR,DKK
2025-07-15,07/15/2025,8.90668,QAR,thb,QAR,THB
2025-07-15,07/15/2025,0.4571,QAR,NZD,QAR,NZD
2025-07-15,07/15/2025,1.2553,CHF,USD,CHF,USD
2025-07-15,07/15/2025,4.70799,CHF,SAR,CHF,SAR
2025-07-15,07/15/2025,1.07539,CHF,EUR,CHF,EUR
2025-07-15,07/15/2025,4.61075,CHF,AED,CHF,AED
2025-07-15,07/15/2025,0.93072,CHF,GBP,CHF,GBP
2025-07-15,07/15/2025,4.57522,CHF,QAR,CHF,QAR
2025-07-15,07/15/2025,0.39178,SEK,SAR,SEK,SAR
2025-07-15,07/15/2025,9.75427,OMR,SAR,OMR,SAR
2025-07-15,07/15/2025,9.55281,OMR,AED,OMR,AED
2025-07-15,07/15/2025,9.4792,OMR,QAR,OMR,QAR
2025-07-15,07/15/2025,12.26496,KWD,SAR,KWD,SAR
2025-07-15,07/15/2025,2.80153,KWD,EUR,KWD,EUR
2025-07-15,07/15/2025,12.01165,KWD,AED,KWD,AED
2025-07-15,07/15/2025,2.42466,KWD,GBP,KWD,GBP
2025-07-15,07/15/2025,11.91909,KWD,QAR,KWD,QAR
2025-07-15,07/15/2025,0.05574,ZAR,USD,ZAR,USD
2025-07-15,07/15/2025,0.20905,ZAR,SAR,ZAR,SAR
2025-07-15,07/15/2025,0.20473,ZAR,AED,ZAR,AED
2025-07-15,07/15/2025,2.76378,ZAR,EGP,ZAR,EGP
2025-07-15,07/15/2025,0.20315,ZAR,QAR,ZAR,QAR
2025-07-15,07/15/2025,0.1395,CNY,USD,CNY,USD
2025-07-15,07/15/2025,0.52319,CNY,SAR,CNY,SAR
2025-07-15,07/15/2025,0.11951,CNY,EUR,CNY,EUR
2025-07-15,07/15/2025,0.51238,CNY,AED,CNY,AED
2025-07-15,07/15/2025,0.10343,CNY,GBP,CNY,GBP
2025-07-15,07/15/2025,0.50843,CNY,QAR,CNY,QAR
2025-07-15,07/15/2025,0.60024,NZD,USD,NZD,USD
2025-07-15,07/15/2025,2.25121,NZD,SAR,NZD,SAR
2025-07-15,07/15/2025,2.20472,NZD,AED,NZD,AED
2025-07-15,07/15/2025,2.18773,NZD,QAR,NZD,QAR
2025-07-15,07/15/2025,0.00073,KRW,USD,KRW,USD
2025-07-15,07/15/2025,0.00272,KRW,SAR,KRW,SAR
2025-07-15,07/15/2025,0.00062,KRW,EUR,KRW,EUR
2025-07-15,07/15/2025,0.00054,KRW,GBP,KRW,GBP
2025-07-15,07/15/2025,0.00264,KRW,QAR,KRW,QAR
2025-07-15,07/15/2025,0.09856,NOK,USD,NOK,USD
2025-07-15,07/15/2025,0.36964,NOK,SAR,NOK,SAR
2025-07-15,07/15/2025,0.08443,NOK,EUR,NOK,EUR
2025-07-15,07/15/2025,0.07307,NOK,GBP,NOK,GBP
2025-07-15,07/15/2025,0.35921,NOK,QAR,NOK,QAR
2025-07-15,07/15/2025,0.02488,TRY,USD,TRY,USD
2025-07-15,07/15/2025,0.0933,TRY,SAR,TRY,SAR
2025-07-15,07/15/2025,0.02131,TRY,EUR,TRY,EUR
2025-07-15,07/15/2025,0.09137,TRY,AED,TRY,AED
2025-07-15,07/15/2025,0.01844,TRY,GBP,TRY,GBP
2025-07-15,07/15/2025,0.09067,TRY,QAR,TRY,QAR
2025-07-15,07/15/2025,0.44631,TRY,ZAR,TRY,ZAR
2025-07-15,07/15/2025,0.15644,DKK,USD,DKK,USD
2025-07-15,07/15/2025,0.58672,DKK,SAR,DKK,SAR
2025-07-15,07/15/2025,0.13402,DKK,EUR,DKK,EUR
2025-07-15,07/15/2025,0.5746,DKK,AED,DKK,AED
2025-07-15,07/15/2025,0.11599,DKK,GBP,DKK,GBP
2025-07-15,07/15/2025,0.57018,DKK,QAR,DKK,QAR
2025-07-15,07/15/2025,0.03081,THB,USD,THB,USD
2025-07-15,07/15/2025,0.11553,THB,SAR,THB,SAR
2025-07-15,07/15/2025,0.11315,THB,AED,THB,AED
2025-07-15,07/15/2025,0.11228,THB,QAR,THB,QAR
2025-07-15,07/15/2025,1.23831,THB,TRY,THB,TRY
2025-07-15,07/15/2025,0.00054,IQD,JOD,IQD,JOD
2025-07-15,07/15/2025,0.00076,IQD,USD,IQD,USD
2025-07-15,07/15/2025,0.00286,IQD,SAR,IQD,SAR
2025-07-15,07/15/2025,0.00065,IQD,EUR,IQD,EUR
2025-07-15,07/15/2025,0.00281,IQD,AED,IQD,AED
